current[A]	odmr_peak_pos_0[Hz]	odmr_peak_pos_1[Hz]
0.008434289526350901	2645225688.9245863	2725675974.945578
0.00856704469646431	2645223771.6941633	2725678957.3550644
0.00869979986657772	2645224563.2266626	2725674789.4520993
0.008832555036691128	2645225547.9609632	2725673249.599628
0.008965310206804536	2645225888.731777	2725674057.097515
0.009098065376917947	2645226569.7420874	2725672733.3350163
0.009230820547031355	2645226474.301752	2725672335.910937
0.009363575717144763	2645227389.4162974	2725672021.151679
0.009496330887258174	2645229197.0101347	2725671629.9399605
0.009629086057371582	2645227213.0932436	2725672684.7931204
0.00976184122748499	2645228821.8535976	2725675027.816992
0.0098945963975984	2645228106.0280905	2725674439.512866
0.010027351567711808	2645228080.8849087	2725673488.10905
0.010160106737825216	2645228378.190607	2725671068.7979174
0.010292861907938627	2645230871.9082212	2725671881.474881
0.010425617078052035	2645230634.7463064	2725671406.09113
0.010558372248165446	2645229822.536319	2725670304.9698353
0.010691127418278854	2645229385.9259443	2725671019.9442277
0.010823882588392262	2645231317.8842974	2725669369.2513924
0.010956637758505673	2645233318.443157	2725667177.047434
0.011089392928619081	2645231487.6527596	2725669038.9179316
0.011222148098732489	2645232520.0313683	2725668537.2584405
0.0113549032688459	2645233399.924298	2725666429.6593018
0.011487658438959308	2645233132.9743958	2725667922.136438
0.011620413609072715	2645232556.569909	2725667095.0636845
0.011753168779186127	2645234692.706237	2725666803.8527412
0.011885923949299534	2645231805.223051	2725667230.6694922
0.012018679119412942	2645231596.885476	2725669071.7810526
0.012151434289526353	2645232158.574155	2725667529.7678185
0.012284189459639761	2645234159.5762014	2725664314.23641
0.012416944629753169	2645236218.432746	2725662714.7833424
0.01254969979986658	2645236546.144792	2725663204.0370746
0.012682454969979988	2645236790.7597747	2725665525.8954277
0.012815210140093396	2645233879.5590267	2725665911.8223596
0.012947965310206807	2645234769.4954743	2725667832.00706
0.013080720480320215	2645232682.8368025	2725670518.794976
0.013213475650433622	2645236552.5194364	2725668807.4148827
0.013346230820547034	2645235077.98691	2725665881.38791
0.013478985990660441	2645237093.3722034	2725667023.932109
0.01361174116077385	2645236088.5498285	2725665252.668413
0.01374449633088726	2645237819.1002436	2725669351.49518
0.013877251501000668	2645234929.3100696	2725668653.4323373
0.014010006671114076	2645235430.516631	2725666894.2596455
0.014142761841227487	2645238035.8030643	2725666112.700231
0.014275517011340895	2645237979.556487	2725665922.9399586
0.014408272181454303	2645237585.075341	2725667738.335387
0.014541027351567714	2645236749.594636	2725668028.5553083
0.014673782521681122	2645237169.5969543	2725668890.8636723
0.014806537691794533	2645239378.626329	2725665602.1227474
0.01493929286190794	2645236386.4339705	2725667758.355035
0.015072048032021348	2645236212.379319	2725665885.702532
0.01520480320213476	2645238784.006937	2725664934.827711
0.015337558372248167	2645240488.552002	2725663532.6128063
0.015470313542361575	2645241417.95255	2725664692.040343
0.015603068712474986	2645240631.134225	2725665067.870944
0.015735823882588394	2645240619.8353777	2725662303.9554214
0.015868579052701802	2645242266.2662454	2725665254.3362894
0.016001334222815213	2645239909.878983	2725664877.4846077
0.01613408939292862	2645239727.119436	2725664763.974373
0.01626684456304203	2645241443.430626	2725662854.176918
0.01639959973315544	2645241186.3238435	2725663673.0777836
0.016532354903268848	2645240233.953929	2725662680.5263195
0.01666511007338226	2645240622.6901937	2725664124.309926
0.016797865243495667	2645242999.7369576	2725662153.505287
0.016930620413609074	2645239314.184553	2725663215.063674
0.017063375583722486	2645242370.230894	2725661239.0890293
0.017196130753835893	2645242307.3211365	2725662725.9523783
0.0173288859239493	2645240438.226582	2725663492.4607477
0.017461641094062712	2645239870.2657537	2725661399.9115887
0.01759439626417612	2645242637.985907	2725660543.693818
0.017727151434289528	2645239660.5258484	2725661870.902543
0.01785990660440294	2645244074.893145	2725665112.406025
0.017992661774516347	2645236907.037278	2725661053.531804
0.018125416944629755	2645242902.553177	2725661264.1261005
0.018258172114743166	2645244155.6418223	2725654461.662984
0.018390927284856574	2645246545.7521753	2725663614.1139827
0.01852368245496998	2645245399.8163958	2725661905.941059
0.018656437625083393	2645243868.9409504	2725662295.4609194
0.0187891927951968	2645244936.077979	2725663243.6945696
0.018921947965310208	2645243415.689086	2725661664.800679
0.01905470313542362	2645245282.241455	2725661608.9965096
0.019187458305537027	2645245739.0239344	2725661038.4565315
0.019320213475650435	2645244205.6898546	2725662152.7057076
0.019452968645763846	2645246873.4909062	2725659750.020751
0.019585723815877254	2645247789.4453506	2725658594.2753186
0.01971847898599066	2645248770.9293413	2725657134.4529667
0.019851234156104073	2645246715.871566	2725660640.3511353
0.01998398932621748	2645245282.116027	2725659928.5473247
0.020116744496330892	2645247125.6289434	2725659338.335967
0.0202494996664443	2645247414.61026	2725661578.5721827
0.020382254836557707	2645247273.446494	2725661599.3170633
0.02051501000667112	2645248350.5641165	2725662445.219211
0.020647765176784526	2645247301.4918804	2725661847.289805
0.020780520346897934	2645248260.0839553	2725661265.8152294
0.020913275517011345	2645247602.033534	2725661614.237854
0.021046030687124753	2645248533.6676807	2725662036.606717
0.02117878585723816	2645250256.3292856	2725662040.146331
0.021311541027351572	2645249385.3140235	2725661059.169424
0.02144429619746498	2645249512.1976633	2725661801.1400013
0.021577051367578388	2645250621.62754	2725663326.2828007
0.0217098065376918	2645248690.7777944	2725662923.450685
0.021842561707805207	2645249179.8115454	2725663404.1104355
0.021975316877918614	2645250773.312088	2725664075.7041903
0.022108072048032026	2645248886.167467	2725662568.9185104
0.022240827218145433	2645251775.736541	2725664754.4416456
0.02237358238825884	2645250493.5081425	2725662650.3601627
0.022506337558372252	2645251596.1588526	2725661857.003986
0.02263909272848566	2645251372.379963	2725661650.633072
0.022771847898599068	2645254230.4234543	2725659704.9975424
0.02290460306871248	2645251267.631505	2725662032.647135
0.023037358238825887	2645249899.529085	2725663096.780106
0.023170113408939295	2645250810.9984374	2725664366.669826
0.023302868579052706	2645254312.4195137	2725660172.2068167
0.023435623749166114	2645255646.34413	2725659961.5332656
0.02356837891927952	2645254055.7810125	2725662268.5590453
0.023701134089392933	2645253234.665882	2725663939.443418
0.02383388925950634	2645254515.1549025	2725665749.5131087
0.023966644429619748	2645253930.843189	2725666173.417846
0.02409939959973316	2645254572.820533	2725665211.5849667
0.024232154769846567	2645256996.6216383	2725663351.2474866
0.024364909939959975	2645256422.62924	2725664038.828577
0.024497665110073386	2645256384.7468004	2725666332.222193
0.024630420280186794	2645256467.898614	2725667425.220091
0.024763175450300205	2645256059.356126	2725665700.336199
0.024895930620413613	2645255167.3554068	2725665893.7108355
0.02502868579052702	2645255180.4043827	2725665855.1350822
0.025161440960640432	2645257408.6415577	2725666143.9293985
0.02529419613075384	2645258197.151188	2725667433.9814034
0.025426951300867248	2645257318.413968	2725665756.360564
0.02555970647098066	2645256180.1993113	2725665474.797886
0.025692461641094066	2645255047.7089567	2725664162.171198
0.025825216811207474	2645258118.1209373	2725661749.9868016
0.025957971981320885	2645260060.7342014	2725660311.4509826
0.026090727151434293	2645259672.9585643	2725660721.368328
0.0262234823215477	2645259260.050891	2725659754.5715675
0.026356237491661112	2645262027.5323915	2725659600.82069
0.02648899266177452	2645259191.249502	2725658994.7659855
0.026621747831887928	2645261277.382168	2725658685.2636747
0.02675450300200134	2645262931.006216	2725658665.203415
0.026887258172114747	2645262778.0562735	2725657324.359961
0.027020013342228155	2645261549.370984	2725656931.7924304
0.027152768512341566	2645264257.914281	2725656769.967001
0.027285523682454974	2645263566.7683372	2725655172.453974
0.02741827885256838	2645263372.527594	2725656888.4614134
0.027551034022681792	2645263102.512515	2725655976.3170266
0.0276837891927952	2645263206.232483	2725656695.7228785
0.027816544362908608	2645262305.545812	2725657404.3110223
0.02794929953302202	2645264393.390664	2725656419.294046
0.028082054703135427	2645265111.4711976	2725655156.467093
0.028214809873248835	2645264476.2716446	2725654260.2793875
0.028347565043362246	2645266756.7521973	2725653703.249266
0.028480320213475654	2645265829.0800114	2725654431.6201506
0.028613075383589065	2645264782.222905	2725655876.6714134
0.028745830553702473	2645266928.842758	2725656015.3152857
0.02887858572381588	2645266636.1431737	2725653976.061216
0.029011340893929292	2645266006.125744	2725656218.37362
0.0291440960640427	2645265471.038047	2725656507.4147644
0.029276851234156107	2645263891.2044916	2725655733.110709
0.02940960640426952	2645265337.30462	2725656985.8371553
0.029542361574382926	2645263346.235734	2725657209.651123
0.029675116744496334	2645266671.019167	2725655234.2158966
0.029807871914609745	2645267306.231862	2725655975.4270477
0.029940627084723153	2645267318.915993	2725654394.281113
0.03007338225483656	2645267515.756921	2725654767.0144787
0.030206137424949972	2645267314.015296	2725652748.3429656
0.03033889259506338	2645267115.1624036	2725652012.248274
0.030471647765176788	2645267736.261549	2725653117.646735
0.0306044029352902	2645266133.125828	2725655235.1163073
0.030737158105403607	2645266599.3830767	2725657840.5131264
0.030869913275517014	2645267829.363537	2725652404.6640944
0.031002668445630426	2645270841.971605	2725651956.1539164
0.031135423615743833	2645268869.5178213	2725654076.646422
0.03126817878585724	2645269893.8110456	2725652107.104451
0.03140093395597065	2645271633.7765665	2725652116.0108814
0.03153368912608406	2645269842.370788	2725655600.7227592
0.031666444296197464	2645270527.0081105	2725652582.140422
0.03179919946631088	2645269819.8018417	2725654403.39383
0.03193195463642429	2645270054.2431765	2725654828.655872
0.032064709806537695	2645270327.3998604	2725654349.0383472
0.0321974649766511	2645269696.764726	2725655177.8387127
0.03233022014676452	2645273154.009018	2725650936.4751215
0.032462975316877925	2645273269.6778097	2725651757.9320326
0.03259573048699133	2645272726.932276	2725651855.8704
0.03272848565710474	2645272930.7798424	2725649790.3661404
0.03286124082721815	2645275279.483138	2725650792.506171
0.032993995997331556	2645275220.721636	2725651047.3365793
0.03312675116744497	2645273567.0280333	2725650756.3373585
0.03325950633755838	2645272980.3112164	2725651452.0654564
0.033392261507671786	2645271609.0368023	2725652295.521366
0.033525016677785194	2645272907.836917	2725652870.839693
0.0336577718478986	2645270713.980962	2725652968.760476
0.03379052701801201	2645275872.3716493	2725650592.5823283
0.033923282188125424	2645277566.9536815	2725649337.0460176
0.03405603735823883	2645276108.9812727	2725650345.4348793
0.03418879252835224	2645275839.0712395	2725651891.570945
0.03432154769846565	2645277245.168631	2725649463.5316267
0.034454302868579055	2645275245.7457647	2725650159.1343856
0.03458705803869246	2645272834.052931	2725651035.770567
0.03471981320880588	2645272871.1482763	2725652914.7871346
0.034852568378919285	2645275987.1606674	2725651706.47797
0.03498532354903269	2645278185.508831	2725650059.645898
0.0351180787191461	2645275860.5286355	2725649251.3266163
0.03525083388925951	2645277578.755943	2725650333.2078366
0.03538358905937292	2645275387.1754904	2725651841.855862
0.03551634422948633	2645274144.807543	2725652273.4348536
0.03564909939959974	2645277235.9403906	2725648176.003045
0.03578185456971315	2645277766.2512646	2725647481.6891646
0.035914609739826554	2645277604.3830757	2725650055.962425
0.03604736490993996	2645276286.5623407	2725649411.022523
0.03618012008005338	2645278263.4920473	2725650317.764538
0.036312875250166785	2645278438.2763686	2725649797.979166
0.03644563042028019	2645279139.0430446	2725651895.946305
0.0365783855903936	2645278812.233093	2725652973.3454456
0.03671114076050701	2645276769.5218487	2725653226.4134216
0.036843895930620416	2645280444.63284	2725651999.5248775
0.03697665110073383	2645279512.18295	2725652598.0506115
0.03710940627084724	2645278442.087326	2725652219.352813
0.037242161440960646	2645278960.8460674	2725651994.354187
0.037374916611074054	2645280039.3789687	2725651955.5549517
0.03750767178118746	2645279450.449087	2725650572.909878
0.03764042695130087	2645280799.3808694	2725652840.8604345
0.037773182121414284	2645279154.499291	2725651093.05344
0.03790593729152769	2645284160.027152	2725649687.5091743
0.0380386924616411	2645281578.9470577	2725649592.7809134
0.03817144763175451	2645283754.915817	2725649828.0049314
0.038304202801867915	2645282937.7278795	2725652040.1028833
0.03843695797198132	2645282059.024314	2725651539.1497087
0.03856971314209474	2645284018.7995243	2725649949.449806
0.038702468312208145	2645284101.4814777	2725652782.285528
0.03883522348232155	2645281524.4445095	2725649985.0709267
0.03896797865243496	2645283278.960455	2725651347.8282614
0.03910073382254837	2645281173.808467	2725652890.552273
0.03923348899266178	2645282163.77464	2725650386.772154
0.03936624416277519	2645282906.920934	2725649466.7134123
0.0394989993328886	2645284537.455766	2725645168.3025875
0.039631754503002006	2645288476.7663946	2725646156.130193
0.039764509673115414	2645285736.811907	2725648270.1456537
0.03989726484322882	2645285085.7224994	2725646707.8576803
0.040030020013342237	2645290853.0349593	2725646825.064635
0.040162775183455644	2645286494.414119	2725648740.1295424
0.04029553035356905	2645284773.4448824	2725647776.6007214
0.04042828552368246	2645287174.4043503	2725646218.9399214
0.04056104069379587	2645287517.4585934	2725648884.21025
0.040693795863909275	2645286723.284977	2725643613.7243013
0.04082655103402269	2645289946.8521566	2725649065.4818964
0.0409593062041361	2645287101.842981	2725648028.300247
0.041092061374249506	2645288680.7941513	2725648025.646716
0.04122481654436291	2645289196.5054245	2725650127.175333
0.04135757171447632	2645288320.480149	2725651346.1851645
0.04149032688458973	2645288576.426581	2725648821.465105
0.041623082054703144	2645287422.812688	2725648915.314313
0.04175583722481655	2645290562.743295	2725645424.143968
0.04188859239492996	2645291489.3819485	2725645175.817895
0.04202134756504337	2645294050.0694876	2725644314.441943
0.042154102735156775	2645292694.4587984	2725646840.408687
0.04228685790527018	2645290883.372821	2725645779.977379
0.0424196130753836	2645292882.6692104	2725644699.7480807
0.042552368245497005	2645296668.236606	2725646254.742652
0.04268512341561041	2645292716.318213	2725647304.5582895
0.04281787858572382	2645292467.5422707	2725646259.6716266
0.04295063375583723	2645292783.694065	2725644216.097027
0.043083388925950636	2645295639.020121	2725644527.905119
0.04321614409606405	2645293619.1109076	2725644772.4799066
0.04334889926617746	2645296575.178632	2725642791.0631905
0.043481654436290866	2645293559.7319694	2725644057.186832
0.043614409606404274	2645295255.3341446	2725642896.274699
0.04374716477651768	2645295385.433419	2725645126.374634
0.043879919946631096	2645295444.7218494	2725644028.7987156
0.044012675116744504	2645295340.177166	2725643182.8701096
0.04414543028685791	2645295891.799681	2725642579.3271008
0.04427818545697132	2645296963.2209635	2725642709.858222
0.04441094062708473	2645294899.087237	2725643590.4612656
0.044543695797198135	2645297951.6194406	2725643056.79702
0.04467645096731155	2645294922.3255587	2725642586.604992
0.04480920613742496	2645296021.2492657	2725643117.2598
0.044941961307538365	2645297966.3184195	2725641520.5610504
0.04507471647765177	2645295956.5111732	2725642922.5651503
0.04520747164776518	2645295527.458349	2725641997.7291183
0.04534022681787859	2645298563.2046638	2725639272.0181084
0.045472981987992	2645299806.3653603	2725644609.792273
0.04560573715810541	2645295661.9788713	2725642833.521117
0.04573849232821882	2645296989.2275476	2725643733.2831473
0.04587124749833223	2645297989.629979	2725643852.640771
0.046004002668445634	2645298717.376011	2725641989.9846387
0.04613675783855904	2645297799.2213025	2725642071.407908
0.04626951300867246	2645300518.8519545	2725640706.259042
0.046402268178785865	2645298305.7720895	2725643681.7321715
0.04653502334889927	2645297571.7997804	2725641894.0094395
0.04666777851901268	2645299066.5261874	2725639673.7205667
0.04680053368912609	2645302601.985893	2725638148.225256
0.046933288859239496	2645300261.3189106	2725645353.066915
0.04706604402935291	2645299843.3154726	2725643958.6349163
0.04719879919946632	2645298573.6779385	2725642996.248378
0.047331554369579726	2645300828.7861576	2725643967.5530024
0.047464309539693134	2645298091.526432	2725642505.797836
0.04759706470980654	2645300742.0693436	2725642588.5650034
0.04772981987991995	2645300464.9509196	2725643094.109648
0.047862575050033364	2645301494.1398973	2725642701.326323
0.04799533022014677	2645302797.725326	2725644362.990531
0.04812808539026018	2645300893.3659205	2725643557.127654
0.04826084056037359	2645301146.2850227	2725641414.140977
0.048393595730486995	2645304024.7244387	2725640774.9864283
0.04852635090060041	2645303768.8488073	2725642396.1740704
0.04865910607071382	2645301339.752345	2725643374.2916536
0.048791861240827225	2645304025.1630983	2725641741.4284925
0.04892461641094063	2645302925.0078115	2725640392.109285
0.04905737158105404	2645304509.4889407	2725641621.4401855
0.04919012675116745	2645304108.885012	2725641039.52619
0.04932288192128086	2645304018.5838614	2725643332.710664
0.04945563709139427	2645304389.227401	2725641915.7381716
0.04958839226150768	2645306479.8301497	2725640562.468635
0.049721147431621086	2645306356.89056	2725641241.738311
0.049853902601734494	2645306826.4144936	2725642245.848727
0.0499866577718479	2645304324.5311003	2725643145.638755
0.05011941294196132	2645306001.723601	2725638627.4408607
0.050252168112074724	2645307825.0179644	2725639767.0873833
0.05038492328218813	2645306420.5730724	2725642577.269349
0.05051767845230154	2645305621.683319	2725643260.288657
0.05065043362241495	2645304892.0396347	2725643262.266181
0.050783188792528355	2645308301.4236097	2725640609.778141
0.05091594396264177	2645305760.07097	2725641762.795192
0.05104869913275518	2645304215.521517	2725646993.089048
0.051181454302868586	2645304609.925047	2725646239.4958954
0.05131420947298199	2645307856.386893	2725642541.581794
0.0514469646430954	2645307524.815446	2725643504.5693173
0.05157971981320881	2645307306.782876	2725642551.686969
0.051712474983322224	2645307713.1157475	2725644374.372592
0.05184523015343563	2645306981.4511967	2725640608.200027
0.05197798532354904	2645309808.687472	2725641888.528659
0.05211074049366245	2645311273.822482	2725639347.259986
0.052243495663775855	2645313143.973793	2725638870.375606
0.05237625083388927	2645314904.488261	2725640586.3932085
0.05250900600400268	2645310142.9414935	2725643466.8462915
0.052641761174116085	2645310628.8969326	2725645064.7815843
0.05277451634422949	2645309855.2527275	2725646462.4667435
0.0529072715143429	2645308371.432704	2725644142.518442
0.05304002668445631	2645309757.429023	2725646585.5426807
0.05317278185456972	2645310566.237182	2725641514.765276
0.05330553702468313	2645312012.3378525	2725643404.089248
0.05343829219479654	2645311317.715023	2725643403.9289355
0.053571047364909946	2645310309.7336397	2725644953.738335
0.053703802535023354	2645311251.299137	2725646080.618586
0.05383655770513676	2645310940.4266057	2725645012.5350156
0.053969312875250176	2645310892.8803244	2725646801.6037025
0.054102068045363584	2645312005.9358664	2725647145.9941654
0.05423482321547699	2645310503.752884	2725648018.1689367
0.0543675783855904	2645313375.7760134	2725647053.3845344
0.05450033355570381	2645313086.994265	2725644638.2873144
0.054633088725817215	2645311847.6236467	2725646147.762596
0.05476584389593063	2645312603.0673065	2725646849.6938415
0.05489859906604404	2645312437.08409	2725645865.850316
0.055031354236157445	2645314116.1362886	2725643125.011877
0.05516410940627085	2645316919.103113	2725642832.952819
0.05529686457638426	2645316053.995269	2725642107.886615
0.05542961974649767	2645314287.1862426	2725642776.426745
0.05556237491661108	2645315768.5235796	2725642655.8569746
0.05569513008672449	2645315919.049675	2725642305.3342457
0.0558278852568379	2645316497.5964336	2725642810.368764
0.05596064042695131	2645316279.2322373	2725642487.7096868
0.056093395597064714	2645317032.851664	2725643329.6445675
0.05622615076717813	2645316878.6751685	2725641899.887273
0.05635890593729154	2645317338.826663	2725640455.877928
0.056491661107404945	2645318274.234706	2725640498.31699
0.05662441627751835	2645316970.8108234	2725641402.315967
0.05675717144763176	2645317958.3541217	2725641813.163226
0.05688992661774517	2645319655.5612097	2725640934.0687995
0.05702268178785858	2645320729.5462027	2725638776.346586
0.05715543695797199	2645321603.111118	2725641056.009892
0.0572881921280854	2645322123.2078	2725640189.1503143
0.057420947298198806	2645321718.2956023	2725639869.050564
0.057553702468312214	2645318292.3885355	2725640032.715359
0.05768645763842562	2645321308.7030187	2725639389.128297
0.057819212808539036	2645319560.2683964	2725640607.836963
0.057951967978652444	2645318458.8404818	2725641041.068531
0.05808472314876585	2645319264.642929	2725641553.3202457
0.05821747831887926	2645319722.9415636	2725639354.817734
0.05835023348899267	2645322382.451845	2725638647.4138913
0.058482988659106075	2645322860.7804813	2725638243.4981694
0.05861574382921949	2645322162.1958055	2725639635.522192
0.0587484989993329	2645322701.8691096	2725638858.3803654
0.058881254169446305	2645322645.2896824	2725638349.4693093
0.05901400933955971	2645322853.8301086	2725641902.2136703
0.05914676450967312	2645323138.539004	2725637770.730127
0.05927951967978653	2645323538.0500407	2725641132.3634634
0.05941227484989994	2645322069.3498383	2725639324.5201397
0.05954503002001335	2645323065.0457745	2725638401.3757386
0.05967778519012676	2645325384.8818393	2725639239.38618
0.059810540360240166	2645322182.3718405	2725639412.4261656
0.059943295530353574	2645324832.4164066	2725639091.3610373
0.06007605070046698	2645324182.512183	2725636812.9878044
0.0602088058705804	2645326359.5486627	2725637893.650758
0.060341561040693804	2645324078.43195	2725638890.104021
0.06047431621080721	2645324074.281936	2725640368.090149
0.06060707138092062	2645325391.0522313	2725640451.75718
0.06073982655103403	2645324802.2327356	2725637734.7607517
0.06087258172114744	2645325385.4397793	2725635216.8733807
0.06100533689126085	2645326263.3531537	2725637048.973071
0.06113809206137426	2645327980.7676973	2725637303.2283454
0.061270847231487666	2645328763.6668434	2725635729.141397
0.06140360240160107	2645328580.6083326	2725637212.52209
0.06153635757171448	2645327957.060252	2725636873.7417736
0.061669112741827896	2645327167.077325	2725636191.494613
0.061801867911941304	2645328357.1989408	2725636647.1426353
0.06193462308205471	2645330234.8589296	2725634670.031701
0.06206737825216812	2645331391.713309	2725637955.293368
0.06220013342228153	2645328265.524944	2725635906.6635027
0.062332888592394935	2645332462.250432	2725634640.9193487
0.06246564376250835	2645328783.2311497	2725637765.6646748
0.06259839893262176	2645330267.407505	2725637001.1354923
0.06273115410273516	2645328973.3433895	2725635796.151307
0.06286390927284857	2645330993.517829	2725633482.6766167
0.06299666444296198	2645335021.1453323	2725633653.758917
0.06312941961307539	2645334523.2359266	2725635840.71587
0.0632621747831888	2645333128.165675	2725633941.0711746
0.0633949299533022	2645332873.813156	2725634621.679883
0.06352768512341561	2645331377.6974716	2725635813.1992006
0.06366044029352903	2645330621.3021154	2725636565.0742044
0.06379319546364244	2645332440.8542995	2725637952.8599205
0.06392595063375585	2645330330.0501976	2725637331.240632
0.06405870580386926	2645332188.2187023	2725635036.616687
0.06419146097398266	2645330912.5637655	2725636850.557205
0.06432421614409607	2645333757.2398586	2725633336.216136
0.06445697131420948	2645334036.85781	2725634858.1500216
0.06458972648432289	2645336021.0478806	2725634684.779852
0.0647224816544363	2645333704.020587	2725632379.5168657
0.0648552368245497	2645334436.7377844	2725634869.028941
0.06498799199466311	2645331848.696869	2725634170.196023
0.06512074716477653	2645333630.459771	2725637801.7578897
0.06525350233488994	2645334673.3553114	2725636939.582118
0.06538625750500335	2645335352.269182	2725636706.700408
0.06551901267511676	2645334511.9567113	2725636552.8984623
0.06565176784523016	2645336053.9796014	2725634093.86452
0.06578452301534357	2645335641.370701	2725634342.0752425
0.06591727818545698	2645335069.733512	2725634573.2654963
0.06605003335557039	2645337524.9955406	2725632523.498357
0.0661827885256838	2645335464.2186403	2725638933.4846363
0.0663155436957972	2645336660.2859106	2725636213.0777035
0.06644829886591061	2645334340.5592613	2725638245.223243
0.06658105403602402	2645335734.0858808	2725638354.2896967
0.06671380920613744	2645335504.8138356	2725637035.3478107
0.06684656437625085	2645336725.9457226	2725635164.0048876
0.06697931954636425	2645336039.0431776	2725634505.7045403
0.06711207471647766	2645334937.7641144	2725636723.7561135
0.06724482988659107	2645336734.388073	2725634370.6368885
0.06737758505670448	2645338148.4569993	2725633519.3407364
0.06751034022681789	2645339570.2040014	2725633944.6037245
0.0676430953969313	2645339256.4982347	2725632487.2977486
0.0677758505670447	2645339651.3216615	2725634049.026714
0.06790860573715811	2645337837.420439	2725633134.577862
0.06804136090727152	2645339987.891357	2725635744.2562475
0.06817411607738492	2645338134.569974	2725635570.4095845
0.06830687124749835	2645340234.6421556	2725631938.0800657
0.06843962641761175	2645340348.9630623	2725634487.385767
0.06857238158772516	2645335861.278118	2725635828.5593233
0.06870513675783857	2645338296.1142144	2725634011.926792
0.06883789192795198	2645340320.868576	2725633413.864521
0.06897064709806539	2645342054.45915	2725634906.8714304
0.06910340226817879	2645341110.8819714	2725634521.9152975
0.0692361574382922	2645341291.7065835	2725633961.4324465
0.06936891260840561	2645341102.086733	2725634271.557555
0.06950166777851902	2645342524.190249	2725635730.403826
0.06963442294863242	2645341899.007558	2725636804.011801
0.06976717811874585	2645341345.8725724	2725635594.035357
0.06989993328885925	2645341522.3058224	2725635461.6866245
0.07003268845897266	2645341618.584721	2725634827.234683
0.07016544362908607	2645342670.2717514	2725632868.74174
0.07029819879919948	2645343742.4468102	2725630446.8008037
0.07043095396931288	2645343846.996437	2725634013.1695423
0.07056370913942629	2645344093.111059	2725632665.7047405
0.0706964643095397	2645345280.302932	2725633302.6660814
0.07082921947965311	2645345546.7899504	2725634713.948492
0.07096197464976652	2645342842.8248506	2725634251.0178947
0.07109472981987992	2645344581.1988897	2725632780.88066
0.07122748498999333	2645343680.0382795	2725631726.0193205
0.07136024016010675	2645347176.2096033	2725634283.281954
0.07149299533022016	2645342592.641651	2725634165.7386093
0.07162575050033357	2645345637.460329	2725630929.610471
